"","sgRNA","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"87","G0009_87",255.914673863016,-0.0335472958510026,0.164091213981684,-0.204442974349298,0.838007350609596,0.999975938893155
"88","G0009_88",54.2540330878336,-0.328614019635871,0.468950951408986,-0.700742836001365,0.483463518153714,0.999975938893155
"89","G0009_89",192.580954900105,-0.0287983941175327,0.201903337970579,-0.142634561701645,0.886578800258089,0.999975938893155
"90","G0009_90",127.100923377653,0.0340556354720556,0.292721685246974,0.116341348073759,0.907382017062559,0.999975938893155
"91","G0010_91",45.557472206181,0.111307968710964,0.348246601530455,0.319623991222869,0.749253385304862,0.999975938893155
"92","G0010_92",59.3671119285286,0.138838599256019,0.425759789251168,0.326096082253822,0.744351661072857,0.999975938893155
"93","G0010_93",60.4331201932762,-0.248381092932881,0.317055343860789,-0.783399799884586,0.433392373639623,0.999975938893155
"94","G0010_94",26.0645102370758,-0.119559817809364,0.518344593921769,-0.230657016994777,0.817581268558584,0.999975938893155
"95","G0010_95",222.743665544453,0.0799442859029256,0.177119382839723,0.451358200447592,0.65173140433248,0.999975938893155
"96","G0010_96",25.891003705581,0.226330525521307,0.575303611548449,0.393410576568658,0.694016259183518,0.999975938893155
"97","G0010_97",51.9167271432857,-0.120983154295847,0.384245360186685,-0.314859115636601,0.752868624865085,0.999975938893155
"98","G0010_98",95.1336669550387,0.0382817701664895,0.283346820125497,0.135105698908264,0.89252830441723,0.999975938893155
"99","G0010_99",24.1509093967887,-0.658581194957633,0.613350779760361,-1.07374314452644,0.282937818483024,0.999975938893155
"100","G0010_100",93.5462950986346,-0.0849949274529701,0.311465130527023,-0.272887457126106,0.784939728493127,0.999975938893155
"101","G0011_101",234.215056861503,-0.0228706593840828,0.167349954271023,-0.13666367274319,0.891296645002932,0.999975938893155
"102","G0011_102",28.1169165733551,0.0571255940621498,0.460936789589272,0.123933683212947,0.901367783183346,0.999975938893155
"103","G0011_103",36.5150268769054,0.156881412766539,0.391952920602804,0.400255756546636,0.688968151418078,0.999975938893155
"104","G0011_104",116.719397716546,-0.211642055233566,0.25568333952652,-0.827750668563268,0.407811717633379,0.999975938893155
"105","G0011_105",180.131365937607,-0.142890179859288,0.211287955481587,-0.676281710112624,0.498861802832457,0.999975938893155
"106","G0011_106",52.3741146176522,-0.285372729192981,0.362891521636895,-0.786385771444176,0.431641516719527,0.999975938893155
"107","G0011_107",132.663974396176,-0.161129513203132,0.233701818992239,-0.689466234785631,0.490529914514341,0.999975938893155
"108","G0011_108",52.889943004492,-0.189642810116853,0.392001945054864,-0.48378027841242,0.62854181282156,0.999975938893155
"109","G0011_109",43.7485625082593,-0.277976485164587,0.329919976331803,-0.842557302092625,0.399476079399093,0.999975938893155
"110","G0011_110",187.019134012772,0.0372810201646641,0.206010350810254,0.18096673306965,0.856393688014212,0.999975938893155
"111","G0012_111",73.1254799138052,0.168716398283949,0.310355908780849,0.54362231718644,0.586701399135132,0.999975938893155
"112","G0012_112",43.2456982630529,-0.0324713833661755,0.416679373687861,-0.0779289434914533,0.937884575837849,0.999975938893155
"113","G0012_113",86.113214678968,-0.0289293110154473,0.346366901084572,-0.08352215793386,0.933436359462077,0.999975938893155
"114","G0012_114",59.6935259921417,0.0448069434497999,0.260190390120945,0.172208294968051,0.863273776862532,0.999975938893155
"115","G0012_115",182.455523298728,0.0714175413123371,0.163477935309474,0.436863489725014,0.662210351405421,0.999975938893155
"116","G0012_116",195.4003955196,0.0985599498372063,0.187291133869912,0.526239271452453,0.598721971316958,0.999975938893155
"117","G0012_117",77.7029221652562,-0.0418369807346432,0.346250687654195,-0.120828585260244,0.90382680821375,0.999975938893155
"118","G0012_118",62.0566339763176,0.0343891694400808,0.287916690746377,0.119441388934183,0.904925672346112,0.999975938893155
"119","G0012_119",62.9484464221485,-0.118585200244769,0.264226292653742,-0.448801665624435,0.65357473708909,0.999975938893155
"120","G0012_120",74.3878469949218,0.0808025074782031,0.293676798563887,0.275140930006512,0.783207967005979,0.999975938893155
"121","G0013_121",53.390645503544,0.0678716374143115,0.35013095927279,0.193846432647026,0.846296128522128,0.999975938893155
"122","G0013_122",88.9466525936369,0.0297530285109746,0.269200473802191,0.110523685529756,0.911994066601575,0.999975938893155
"123","G0013_123",41.8516430018289,-0.268610383255805,0.43735445303215,-0.614170911930922,0.5391023928668,0.999975938893155
"124","G0013_124",50.7544819479912,-0.0387721240067879,0.361511207023947,-0.107250130157706,0.914590546625452,0.999975938893155
"125","G0013_125",71.478150449681,-0.197723549265842,0.279794225620481,-0.70667487446306,0.479768547032338,0.999975938893155
"126","G0013_126",488.873356362672,0.0752876871641047,0.141155699952824,0.533366255767687,0.593780071534588,0.999975938893155
"127","G0013_127",53.870788691249,-0.333815700909889,0.298657370155846,-1.11772128956903,0.263686047202859,0.999975938893155
"128","G0013_128",149.502908185324,-0.0147234311927204,0.228628213953106,-0.0643990124322118,0.948652516361335,0.999975938893155
"129","G0013_129",33.8360339245021,0.186976497768803,0.476383497610207,0.392491550834101,0.694695053033449,0.999975938893155
"130","G0013_130",31.5282158430504,4.24583568720088e-05,0.384000405606696,0.000110568520897595,0.999911779084445,0.999975938893155
"131","G0014_131",51.140821487429,-0.0124904372573603,0.397137064407679,-0.0314512000434648,0.974909709595255,0.999975938893155
"132","G0014_132",215.266854999549,-0.0273623754920175,0.195589433052712,-0.139897002946183,0.88874136930559,0.999975938893155
