"","gene","pvalue","log2FoldChange","stat","padj"
"670","G0670",0.99746251276723,0.0027266056891462,0.0462312125929375,0.9999989840044
"671","G0671",0.998088534505382,0.0165422407093576,0.00417456354442806,0.9999989840044
"672","G0672",0.982772495860269,-0.0283571312227019,0.0378200165312463,0.9999989840044
"673","G0673",0.958755526390597,0.115453263441989,0.266136194029295,0.9999989840044
"674","G0674",0.999708958794679,0.0142762340595835,0.0991251250840483,0.9999989840044
"675","G0675",0.99932408820053,-0.0179585040896508,-0.00335630954064856,0.9999989840044
"676","G0676",0.9761871368272,-0.0590269770288846,-0.181278018033861,0.9999989840044
"677","G0677",0.999420103308913,0.000240846936466223,-0.0293052720271233,0.9999989840044
"678","G0678",0.999387530363034,-0.00325258006470645,-0.0317921247073365,0.9999989840044
"679","G0679",0.998342427862468,-0.00839956774371001,0.0409765853395774,0.9999989840044
"680","G0680",0.999375844325819,-0.00241930515732239,-0.027580222895186,0.9999989840044
"681","G0681",0.993507962447275,-0.00147245090211614,-0.0297573117091491,0.9999989840044
"682","G0682",0.999858346120078,0.0461793820277746,0.166433910935057,0.9999989840044
"683","G0683",0.967126396905001,-0.0389209700949128,-0.0705743960604075,0.9999989840044
"684","G0684",0.932261300312586,0.0154263964580562,0.201018234073053,0.9999989840044
"685","G0685",0.99849319073077,-0.0524749507742269,-0.100347505624263,0.9999989840044
"686","G0686",0.996895163288531,0.0442063613689352,0.0818404979831363,0.9999989840044
"687","G0687",0.999186000928109,-0.0262518497600551,-0.0983076036852045,0.9999989840044
"688","G0688",0.988237800516745,0.125223014377057,0.235439643315213,0.9999989840044
